Scan,ContainScans,BasePeak,MaxIntensity,RetentionTime,MostIntenseMass2Charge,CumulativeIntensity,TotalScans
395,571,430.889068603516,35356,3.56965833333333,430.889312744141,28298520,174322
396,760,430.889251708984,38628,3.57928666666667,430.889434814453,28364793,175082
397,591,430.889434814453,36233,3.588845,430.889434814453,28422443,175673
398,550,430.888977050781,41299,3.59835333333333,430.889465332031,28489752,176223
400,505,430.889556884766,82159,3.611355,430.889587402344,28622562,176728
402,418,430.888641357422,95563,3.625095,430.888671875,28778306,177146
403,399,430.888641357422,86723,3.633985,430.888641357422,28917783,177545
404,378,430.888641357422,90567,3.64393833333333,430.888580322266,29059526,177923
405,390,430.888641357422,83435,3.65333333333333,430.888702392578,29189961,178313
406,537,430.88916015625,99354,3.66264166666667,430.889129638672,29351233,178850
407,399,430.88916015625,110002,3.67309666666667,430.889190673828,29529922,179249
408,516,430.889038085938,91870,3.68391333333333,430.889007568359,29681370,179765
409,456,430.889068603516,92626,3.694075,430.889129638672,29824710,180221
410,411,430.889282226563,80898,3.7046,430.889312744141,29955829,180632
411,440,430.889129638672,89480,3.715045,430.889129638672,30095617,181072
412,432,430.88916015625,82978,3.72556,430.889129638672,30225465,181504
413,554,430.889465332031,80914,3.73603166666667,430.889465332031,30351545,182058
414,527,430.8896484375,63050,3.74657833333333,430.889739990234,30448856,182585
415,407,430.889282226563,82651,3.75711833333333,430.889312744141,30579551,182992
416,481,430.889251708984,89493,3.767515,430.889251708984,30725013,183473
417,405,430.889251708984,88893,3.77799833333333,430.889251708984,30873869,183878
418,447,430.889068603516,90522,3.78852666666667,430.889007568359,31018370,184325
419,410,430.889099121094,85747,3.79898833333333,430.889099121094,31156213,184735
420,433,430.889038085938,84319,3.80948,430.889007568359,31293494,185168
421,449,430.888458251953,95341,3.81996166666667,430.888427734375,31444987,185617
422,408,430.889129638672,77277,3.829925,430.88916015625,31563924,186025
423,353,430.889190673828,89449,3.84034833333333,430.889190673828,31707509,186378
424,438,430.889251708984,110135,3.851165,430.889221191406,31882724,186816
425,418,430.889190673828,100362,3.86133,430.88916015625,32047269,187234
426,383,430.889099121094,88585,3.87189166666667,430.889099121094,32188837,187617
427,437,430.889190673828,90423,3.88233,430.889129638672,32334115,188054
428,488,430.889343261719,111865,3.89282,430.889312744141,32515162,188542
429,370,430.889099121094,97757,3.903325,430.889038085938,32675031,188912
430,379,430.889068603516,97694,3.91384333333333,430.889007568359,32832602,189291
431,568,430.890075683594,56919,3.92438666666667,430.889953613281,32924564,189859
432,447,430.889251708984,87538,3.93477166666667,430.889190673828,33064755,190306
433,480,430.889007568359,106790,3.945275,430.889007568359,33238025,190786
434,527,430.889190673828,69512,3.95580333333333,430.889404296875,33349021,191313
435,565,430.889862060547,73942,3.96626666666667,430.889831542969,33466548,191878
437,359,430.889099121094,100315,3.98027,430.889038085938,33625000,192237
438,371,430.889007568359,92367,3.99028,430.889038085938,33774607,192608
439,434,430.888946533203,99608,4.00073666666667,430.888916015625,33937044,193042
440,412,430.889129638672,100801,4.01120166666667,430.889068603516,34098205,193454
441,504,430.888916015625,110149,4.02170333333333,430.888885498047,34271546,193958
442,468,430.888977050781,101982,4.03224666666667,430.888885498047,34437280,194426
443,498,430.889434814453,71683,4.04271,430.889465332031,34551830,194924
444,606,430.888977050781,52534,4.05316333333333,430.888946533203,34633191,195530
445,615,430.888732910156,49379,4.06289333333333,430.888977050781,34708811,196145
446,574,430.888732910156,50549,4.072705,430.888824462891,34782970,196719
447,572,430.888641357422,48399,4.08239166666667,430.888946533203,34856706,197291
448,553,430.888885498047,57051,4.09215166666667,430.888946533203,34944839,197844
449,501,430.888793945313,49285,4.10174666666667,430.888946533203,35025136,198345
450,548,430.888793945313,53338,4.11149,430.889221191406,35109235,198893
451,713,430.888793945313,45568,4.12110833333333,430.889251708984,35181318,199606
454,622,430.888732910156,46071,4.13808333333333,430.889251708984,35256826,200228
455,651,430.889251708984,40649,4.14735333333333,430.889221191406,35319517,200879
456,362,430.888366699219,114697,4.157,430.888244628906,35502241,201241
457,639,430.888885498047,60881,4.16661166666667,430.889221191406,35593957,201880
459,603,430.888793945313,48088,4.17992333333333,430.889221191406,35670236,202483
460,719,430.88916015625,46248,4.18926833333333,430.889038085938,35744735,203202
461,483,430.888732910156,49771,4.19905,430.889099121094,35824925,203685
463,691,430.888793945313,50289,4.212485,430.88916015625,35909021,204376
464,625,430.889343261719,55787,4.22164166666667,430.889251708984,35998530,205001
465,593,430.889556884766,86765,4.23122333333333,430.889587402344,36138671,205594
466,609,430.889068603516,63091,4.24170166666667,430.889312744141,36244983,206203
467,611,430.889343261719,61104,4.25125833333333,430.889282226563,36337791,206814
468,512,430.888977050781,59529,4.260935,430.889373779297,36429885,207326
471,580,430.888885498047,44656,4.27753666666667,430.889312744141,36498275,207906
472,629,430.889526367188,44641,4.28693833333333,430.889465332031,36570827,208535
473,650,430.88916015625,40396,4.296975,430.889373779297,36637241,209185
474,565,430.888885498047,38412,4.30689,430.889343261719,36696890,209750
475,524,430.888885498047,45203,4.31712166666667,430.889404296875,36768899,210274
476,639,430.889343261719,39616,4.326605,430.889404296875,36834640,210913
477,522,430.888977050781,36363,4.33656666666667,430.889373779297,36890353,211435
478,560,430.888977050781,39311,4.34646333333333,430.889312744141,36953086,211995
479,559,430.888977050781,39597,4.356315,430.889282226563,37015488,212554
480,612,430.889343261719,44915,4.366145,430.889312744141,37086216,213166
483,646,430.888793945313,34367,4.38312166666667,430.88916015625,37137096,213812
484,536,430.888885498047,57721,4.39256166666667,430.889038085938,37226799,214348
486,656,430.88916015625,36300,4.40599,430.889221191406,37286029,215004
487,634,430.888885498047,39887,4.415525,430.889221191406,37348581,215638
488,635,430.88916015625,39728,4.42551833333333,430.889312744141,37415862,216273
490,620,430.888977050781,42919,4.43908833333333,430.889282226563,37488855,216893
493,575,430.888885498047,50450,4.45579666666667,430.889221191406,37565050,217468
494,431,430.889526367188,62786,4.46511166666667,430.889404296875,37664340,217899
495,575,430.889068603516,84588,4.47491333333333,430.889312744141,37796992,218474
496,607,430.889343261719,57679,4.48510166666667,430.889129638672,37886673,219081
497,481,430.888793945313,50212,4.49472833333333,430.889221191406,37964016,219562
498,656,430.889343261719,55025,4.50475,430.889343261719,38051502,220218
499,521,430.889068603516,51714,4.51463,430.889221191406,38136403,220739
500,587,430.889068603516,55009,4.52449333333333,430.889343261719,38223004,221326
503,704,430.888885498047,60972,4.541435,430.889312744141,38323235,222030
505,447,430.889251708984,130235,4.55464,430.889251708984,38527884,222477
506,361,430.889221191406,111803,4.56465166666667,430.88916015625,38702355,222838
507,404,430.889251708984,107275,4.575105,430.889251708984,38874322,223242
508,359,430.889190673828,90764,4.58559833333333,430.88916015625,39025590,223601
510,383,430.889282226563,87444,4.59963666666667,430.88916015625,39164785,223984
511,537,430.8896484375,53634,4.609695,430.889984130859,39248121,224521
514,649,430.88916015625,47711,4.62710166666667,430.889251708984,39328436,225170
517,614,430.889526367188,51700,4.64352166666667,430.889495849609,39411005,225784
518,532,430.88916015625,52399,4.65290166666667,430.889343261719,39492859,226316
519,588,430.889068603516,47973,4.66268666666667,430.889465332031,39569909,226904
520,539,430.888732910156,53944,4.672495,430.889221191406,39659557,227443
521,608,430.888793945313,59789,4.68214666666667,430.889251708984,39756696,228051
522,451,430.889373779297,104218,4.69188,430.889373779297,39929702,228502
523,370,430.889221191406,99034,4.70238833333333,430.889190673828,40088769,228872
525,610,430.889617919922,63983,4.71644666666667,430.889617919922,40190512,229482
526,367,430.888275146484,118971,4.72642,430.888275146484,40382945,229849
527,365,430.88916015625,103190,4.73608666666667,430.889099121094,40549072,230214
528,376,430.889068603516,93622,4.746635,430.889068603516,40701144,230590
529,415,430.889099121094,98367,4.75706666666667,430.889038085938,40856315,231005
530,472,430.889190673828,114955,4.767575,430.889129638672,41035690,231477
533,493,430.889404296875,84588,4.78532166666667,430.889465332031,41170658,231970
534,611,430.888793945313,60708,4.79529333333333,430.889038085938,41265976,232581
535,567,430.88916015625,70304,4.80501333333333,430.889068603516,41377377,233148
536,642,430.888732910156,58687,4.81481833333333,430.889099121094,41472408,233790
538,565,430.888885498047,58973,4.82810166666667,430.889038085938,41562567,234355
539,617,430.889251708984,49325,4.83732833333333,430.889282226563,41640806,234972
540,478,430.888793945313,51496,4.84715166666667,430.889190673828,41724501,235450
541,408,430.889221191406,94371,4.85697666666667,430.889221191406,41870415,235858
542,371,430.889038085938,85829,4.86745166666667,430.889007568359,42008539,236229
543,387,430.889556884766,57465,4.87793,430.889587402344,42102185,236616
544,641,430.889251708984,46113,4.88841666666667,430.889221191406,42178076,237257
545,569,430.889434814453,44601,4.89848833333333,430.889343261719,42248259,237826
547,510,430.888732910156,44169,4.91215166666667,430.889068603516,42317673,238336
548,683,430.889251708984,41535,4.92145,430.88916015625,42383041,239019
549,530,430.889251708984,41123,4.93141,430.889221191406,42450222,239549
552,582,430.88916015625,57953,4.94855333333333,430.889129638672,42535319,240131
553,561,430.889434814453,49105,4.95804666666667,430.889251708984,42607077,240692
554,537,430.888885498047,46639,4.96820166666667,430.889099121094,42678834,241229
555,547,430.889068603516,43100,4.97814666666667,430.889068603516,42744741,241776
556,661,430.889068603516,42038,4.987995,430.888946533203,42814073,242437
557,655,430.888885498047,37902,4.998015,430.888916015625,42873247,243092
558,554,430.889343261719,36290,5.00807666666667,430.889282226563,42929763,243646
560,637,430.888885498047,30168,5.022025,430.88916015625,42978950,244283
562,613,430.888732910156,35511,5.03511333333333,430.889007568359,43035926,244896
563,569,430.888793945313,32726,5.044615,430.889038085938,43084176,245465
564,616,430.888732910156,36478,5.054545,430.888977050781,43141600,246081
565,620,430.88916015625,48644,5.06445833333333,430.889068603516,43218503,246701
567,575,430.888977050781,45222,5.07797333333333,430.889190673828,43290967,247276
568,550,430.889251708984,40651,5.087355,430.889343261719,43356559,247826
569,567,430.889068603516,34309,5.09729166666667,430.889068603516,43413102,248393
570,591,430.888885498047,42797,5.10715,430.889282226563,43479448,248984
571,554,430.889068603516,34289,5.11741166666667,430.889312744141,43536727,249538
572,581,430.889068603516,39071,5.12682166666667,430.889282226563,43598273,250119
573,662,430.889068603516,36981,5.136615,430.889373779297,43658064,250781
575,582,430.888977050781,36214,5.15052,430.889251708984,43715938,251363
578,544,430.889343261719,47039,5.16706333333333,430.889404296875,43791130,251907
579,554,430.88916015625,41883,5.17625333333333,430.889282226563,43861332,252461
580,676,430.889068603516,34840,5.18602666666667,430.889312744141,43918109,253137
582,530,430.888641357422,40026,5.199445,430.88916015625,43979909,253667
583,582,430.888885498047,35957,5.20863166666667,430.889282226563,44037296,254249
584,572,430.889343261719,41629,5.218525,430.889251708984,44101432,254821
585,606,430.889068603516,49644,5.228375,430.889221191406,44175874,255427
587,638,430.889343261719,35902,5.241945,430.889190673828,44229991,256065
590,667,430.889251708984,31404,5.258825,430.889038085938,44282827,256732
591,641,430.888793945313,32001,5.26814833333333,430.889068603516,44333185,257373
592,614,430.888885498047,31648,5.27801666666667,430.889129638672,44385389,257987
593,588,430.889068603516,37566,5.28810333333333,430.889221191406,44442839,258575
594,591,430.888885498047,47882,5.29788833333333,430.889343261719,44514735,259166
595,679,430.888885498047,37940,5.307885,430.889221191406,44576325,259845
596,635,430.88916015625,29545,5.31819333333333,430.88916015625,44624592,260480
598,677,430.88916015625,33040,5.33149333333333,430.889190673828,44678920,261157
599,624,430.888885498047,31118,5.34092166666667,430.88916015625,44725545,261781
601,643,430.888641357422,25520,5.354825,430.888977050781,44768892,262424
602,538,430.88916015625,25967,5.36461,430.889251708984,44810480,262962
603,679,430.888793945313,41949,5.37481833333333,430.889038085938,44877718,263641
604,485,430.888885498047,30620,5.38522833333333,430.889038085938,44929094,264126
606,537,430.888732910156,34331,5.39861333333333,430.889099121094,44983377,264663
608,634,430.888641357422,45210,5.41169666666667,430.889038085938,45051919,265297
610,597,430.888732910156,37473,5.42488166666667,430.888885498047,45110819,265894
611,560,430.889343261719,38791,5.434275,430.88916015625,45170415,266454
614,610,430.88916015625,31818,5.45125,430.889221191406,45222080,267064
615,581,430.888732910156,56476,5.460795,430.889007568359,45306474,267645
616,513,430.888793945313,31181,5.47069666666667,430.889068603516,45354800,268158
617,586,430.888977050781,36648,5.48069166666667,430.889007568359,45412794,268744
618,642,430.889068603516,35717,5.49058666666667,430.889190673828,45469791,269386
619,600,430.889068603516,40050,5.5005,430.889129638672,45532578,269986
620,603,430.889251708984,37776,5.51051,430.889221191406,45592410,270589
621,631,430.888885498047,32703,5.520445,430.889068603516,45644975,271220
622,652,430.888977050781,33258,5.53044,430.889221191406,45698849,271872
623,554,430.889068603516,35283,5.54042833333333,430.889221191406,45753315,272426
625,529,430.888885498047,28749,5.55411333333333,430.88916015625,45800509,272955
627,635,430.889343261719,34906,5.56716,430.889282226563,45858565,273590
629,567,430.888977050781,36645,5.58021666666667,430.889221191406,45916777,274157
630,502,430.888793945313,40842,5.58962666666667,430.889190673828,45984414,274659
631,650,430.888641357422,37795,5.59948,430.889068603516,46043806,275309
634,564,430.889068603516,42751,5.61657333333333,430.889129638672,46114715,275873
636,619,430.889251708984,34376,5.62976666666667,430.889190673828,46169880,276492
637,555,430.888732910156,30191,5.63926666666667,430.88916015625,46222982,277047
638,583,430.88916015625,27471,5.64937166666667,430.889312744141,46266743,277630
639,696,430.888793945313,28716,5.65949333333333,430.889343261719,46314352,278326
640,543,430.888977050781,30364,5.66955333333333,430.889251708984,46365311,278869
642,561,430.88916015625,27844,5.68321333333333,430.889282226563,46410113,279430
644,609,430.888732910156,31555,5.696345,430.889129638672,46460391,280039
645,573,430.889343261719,31303,5.70584833333333,430.88916015625,46513118,280612
646,628,430.888977050781,36649,5.71598166666667,430.888885498047,46571177,281240
647,558,430.888793945313,38505,5.72604666666667,430.88916015625,46632231,281798
648,629,430.888885498047,35847,5.73598833333333,430.889221191406,46687472,282427
649,601,430.889068603516,35635,5.74609166666667,430.889343261719,46747352,283028
650,485,430.888977050781,37920,5.75608833333333,430.889038085938,46807768,283513
651,589,430.888732910156,32945,5.76605333333333,430.889068603516,46857903,284102
653,736,430.888885498047,34530,5.77961666666667,430.889099121094,46912694,284838
655,557,430.889068603516,28382,5.79277666666667,430.88916015625,46957909,285395
656,588,430.888977050781,36620,5.80253166666667,430.889312744141,47016763,285983
657,594,430.888732910156,35456,5.81249833333333,430.889312744141,47073045,286577
658,366,430.889221191406,64845,5.82251166666667,430.889190673828,47180163,286943
659,384,430.889038085938,67251,5.83302666666667,430.889038085938,47289564,287327
660,375,430.888885498047,60348,5.84356666666667,430.888977050781,47391298,287702
661,399,430.889099121094,61900,5.854015,430.889099121094,47492152,288101
662,367,430.888702392578,62143,5.86448833333333,430.888702392578,47593738,288468
664,521,430.888366699219,35531,5.87853166666667,430.888732910156,47649614,288989
665,600,430.888977050781,39476,5.88788666666667,430.888946533203,47712887,289589
667,668,430.88916015625,32786,5.90120666666667,430.889221191406,47767690,290257
668,607,430.889251708984,30783,5.91069333333333,430.889129638672,47820141,290864
669,602,430.888793945313,34270,5.92072833333333,430.889007568359,47872823,291466
670,551,430.888732910156,35558,5.93068333333333,430.889129638672,47930138,292017
671,581,430.88916015625,39766,5.94063333333333,430.889251708984,47989118,292598
675,606,430.888793945313,40225,5.96153333333333,430.889190673828,48049028,293204
676,592,430.888885498047,43113,5.971075,430.889312744141,48117163,293796
679,544,430.888885498047,44109,5.98839333333333,430.889190673828,48189176,294340
681,553,430.888732910156,40440,6.00141666666667,430.889099121094,48252510,294893
684,598,430.888885498047,36957,6.018075,430.889282226563,48312314,295491
685,468,430.888885498047,45068,6.027595,430.889068603516,48380815,295959
687,657,430.889068603516,44152,6.04109833333333,430.889038085938,48452791,296616
689,521,430.888793945313,39142,6.05422166666667,430.889251708984,48516925,297137
690,515,430.888793945313,40094,6.063815,430.889221191406,48579453,297652
692,574,430.88916015625,44954,6.07736666666667,430.889190673828,48649190,298226
693,600,430.888885498047,36770,6.08677833333333,430.889282226563,48709129,298826
695,610,430.889251708984,43290,6.10034166666667,430.889373779297,48780211,299436
697,600,430.888885498047,41867,6.11348333333333,430.889312744141,48845600,300036
699,644,430.889251708984,42730,6.126585,430.889282226563,48909613,300680
700,603,430.889434814453,40226,6.13626833333333,430.889434814453,48975462,301283
701,496,430.888885498047,39041,6.14637333333333,430.889312744141,49040636,301779
702,645,430.889343261719,44356,6.15632666666667,430.889465332031,49113664,302424
703,640,430.888977050781,74996,6.16637833333333,430.889221191406,49228925,303064
704,549,430.889251708984,43858,6.17654166666667,430.889190673828,49297382,303613
705,671,430.88916015625,37165,6.18664833333333,430.889312744141,49356246,304284
706,546,430.888977050781,49337,6.19679833333333,430.889373779297,49434008,304830
707,500,430.888977050781,41067,6.20675666666667,430.889373779297,49498681,305330
710,551,430.88916015625,38909,6.22397833333333,430.889434814453,49561141,305881
712,653,430.889434814453,36403,6.23702,430.889312744141,49616878,306534
715,633,430.889434814453,54314,6.25364166666667,430.889343261719,49702283,307167
716,569,430.889068603516,41740,6.26315666666667,430.889343261719,49769423,307736
717,660,430.889251708984,46580,6.27308833333333,430.889282226563,49842585,308396
718,611,430.889343261719,40236,6.28344166666667,430.889404296875,49911348,309007
719,702,430.889251708984,39213,6.292925,430.889282226563,49972949,309709
720,659,430.889434814453,38054,6.30277166666667,430.889434814453,50034847,310368
721,648,430.889251708984,38224,6.312895,430.889434814453,50095461,311016
722,512,430.888793945313,34563,6.32284833333333,430.889251708984,50151275,311528
723,569,430.88916015625,44551,6.33277666666667,430.88916015625,50217571,312097
724,484,430.888793945313,46775,6.34267833333333,430.889190673828,50295895,312581
725,566,430.888793945313,47656,6.35258833333333,430.889343261719,50369588,313147
726,623,430.889251708984,48384,6.36252166666667,430.889221191406,50444481,313770
727,729,430.889068603516,42212,6.37244166666667,430.889068603516,50510836,314499
729,617,430.889343261719,49045,6.38590833333333,430.889190673828,50587290,315116
730,565,430.889068603516,52867,6.39537833333333,430.889190673828,50673521,315681
731,615,430.889343261719,57107,6.40522666666667,430.889221191406,50766120,316296
732,576,430.888885498047,62237,6.415,430.889190673828,50864383,316872
734,589,430.889068603516,44492,6.42856,430.889221191406,50935209,317461
735,532,430.888977050781,50628,6.43798,430.889038085938,51012021,317993
736,553,430.888793945313,54962,6.447965,430.889190673828,51093941,318546
737,500,430.889068603516,54224,6.45798666666667,430.889068603516,51176893,319046
740,563,430.888793945313,44970,6.47532,430.888824462891,51248393,319609
741,653,430.888793945313,35569,6.48531833333333,430.889007568359,51304417,320262
742,556,430.889251708984,45832,6.49506666666667,430.889099121094,51374995,320818
743,574,430.889068603516,37717,6.50519166666667,430.889221191406,51439023,321392
744,558,430.888977050781,46499,6.51510333333333,430.889099121094,51512252,321950
745,617,430.88916015625,40557,6.52509833333333,430.889251708984,51573624,322567
746,743,430.888885498047,43705,6.535165,430.888946533203,51642926,323310
747,628,430.888641357422,41160,6.54535166666667,430.889007568359,51705660,323938
749,588,430.888793945313,32357,6.55901,430.889099121094,51760353,324526
751,542,430.888641357422,52300,6.57202166666667,430.889038085938,51840396,325068
752,581,430.888977050781,50066,6.58150333333333,430.889129638672,51916547,325649
753,610,430.888977050781,41441,6.59145166666667,430.889312744141,51983236,326259
755,547,430.889068603516,37938,6.60499333333333,430.889190673828,52045007,326806
756,614,430.888732910156,50986,6.61456,430.889129638672,52122044,327420
757,616,430.889251708984,43003,6.62444166666667,430.889312744141,52193079,328036
758,601,430.889251708984,34630,6.63444833333333,430.889312744141,52247877,328637
759,673,430.889251708984,40808,6.644475,430.889282226563,52315336,329310
761,756,430.889068603516,43757,6.65807833333333,430.889251708984,52390822,330066
762,520,430.889251708984,60348,6.66749,430.889343261719,52487104,330586
764,590,430.889251708984,50310,6.68102166666667,430.889312744141,52564292,331176
765,589,430.88916015625,68581,6.69039166666667,430.889190673828,52669911,331765
766,595,430.888793945313,43708,6.70036333333333,430.889221191406,52740476,332360
767,677,430.889343261719,48080,6.71029,430.889282226563,52814218,333037
769,547,430.888885498047,39508,6.72392833333333,430.889190673828,52879764,333584
770,525,430.889068603516,37530,6.73337333333333,430.889221191406,52940776,334109
772,540,430.88916015625,41080,6.74685166666667,430.889343261719,53010197,334649
774,600,430.889434814453,40904,6.75991166666667,430.889312744141,53077208,335249
776,604,430.88916015625,47690,6.77301333333333,430.889282226563,53150963,335853
777,532,430.88916015625,44310,6.78239166666667,430.889465332031,53220013,336385
778,533,430.889343261719,45307,6.79237333333333,430.889495849609,53294816,336918
779,609,430.889434814453,48719,6.80221333333333,430.889404296875,53370062,337527
780,552,430.889251708984,40679,6.8121,430.889129638672,53437168,338079
781,591,430.88916015625,41845,6.82211,430.88916015625,53499586,338670
782,695,430.889068603516,42613,6.83192333333333,430.88916015625,53565261,339365
784,664,430.888977050781,40617,6.84532333333333,430.889282226563,53629509,340029
785,639,430.889343261719,40603,6.85471333333333,430.889282226563,53696062,340668
786,541,430.889434814453,48181,6.86461166666667,430.889343261719,53771078,341209
787,664,430.888641357422,43643,6.87442833333333,430.889068603516,53837810,341873
789,724,430.888793945313,39761,6.88797666666667,430.889099121094,53900345,342597
790,513,430.889068603516,32929,6.89733333333333,430.889251708984,53956165,343110
791,561,430.888732910156,39189,6.90732833333333,430.889251708984,54017762,343671
792,606,430.888793945313,38901,6.91752166666667,430.889129638672,54081173,344277
793,573,430.888885498047,40663,6.927095,430.889129638672,54144405,344850
795,447,430.889068603516,39616,6.940545,430.889099121094,54208622,345297
796,592,430.888885498047,36740,6.94996166666667,430.889190673828,54268387,345889
797,592,430.888885498047,35859,6.95993166666667,430.88916015625,54326837,346481
798,621,430.889343261719,34578,6.96991333333333,430.889312744141,54379952,347102
799,535,430.888885498047,46881,6.97997833333333,430.88916015625,54452190,347637
801,511,430.888641357422,32250,6.99345833333333,430.889038085938,54507733,348148
802,581,430.888732910156,54559,7.00296,430.889099121094,54589747,348729
804,577,430.888793945313,41130,7.01695,430.889190673828,54655587,349306
806,637,430.888977050781,48751,7.02978,430.889129638672,54730773,349943
808,609,430.889068603516,45901,7.04261833333333,430.889068603516,54803185,350552
810,508,430.888885498047,49723,7.05569,430.889068603516,54883334,351060
811,533,430.889068603516,48152,7.06504833333333,430.889038085938,54957508,351593
812,624,430.888885498047,51716,7.07494166666667,430.889343261719,55038363,352217
813,769,430.88916015625,43968,7.08515166666667,430.889434814453,55111551,352986
814,536,430.888977050781,48102,7.094635,430.889190673828,55184419,353522
815,620,430.88916015625,40479,7.10451833333333,430.889465332031,55250174,354142
817,509,430.888977050781,39811,7.11831666666667,430.889251708984,55315021,354651
818,534,430.889343261719,48201,7.12765833333333,430.889190673828,55391750,355185
820,653,430.889068603516,43565,7.14119666666667,430.889038085938,55463483,355838
822,530,430.889068603516,47584,7.15449166666667,430.889312744141,55543595,356368
824,586,430.889068603516,45930,7.16749833333333,430.889495849609,55616971,356954
825,667,430.889068603516,37513,7.17685666666667,430.889373779297,55677906,357621
827,489,430.888885498047,49666,7.190395,430.889282226563,55755651,358110
