Scan,ContainScans,BasePeak,MaxIntensity,RetentionTime,MostIntenseMass2Charge,CumulativeIntensity,TotalScans
828,529,432.886383056641,41953,7.19978166666667,432.886383056641,55864607,358639
829,628,430.888732910156,49050,7.20967,430.889221191406,55939742,359267
830,627,430.888977050781,48243,7.21956833333333,430.889221191406,56017499,359894
832,598,430.88916015625,52207,7.23297,430.889404296875,56100229,360492
833,574,430.888977050781,50013,7.24225833333333,430.889221191406,56178530,361066
834,693,430.889343261719,50349,7.252235,430.889343261719,56261607,361759
835,484,430.888977050781,52657,7.26206,430.889312744141,56342265,362243
836,536,430.889251708984,49803,7.27187,430.889587402344,56420897,362779
837,646,430.88916015625,50236,7.281745,430.889404296875,56501388,363425
838,553,430.889434814453,48501,7.29167,430.889282226563,56577865,363978
839,607,430.889343261719,41888,7.30159,430.889282226563,56643043,364585
840,651,430.889343261719,40317,7.31151166666667,430.889343261719,56705016,365236
841,616,430.889434814453,34447,7.32156166666667,430.889282226563,56758816,365852
843,536,430.888885498047,34977,7.335475,430.889343261719,56816195,366388
844,576,430.889434814453,32117,7.34490333333333,430.889373779297,56867558,366964
845,527,430.889343261719,43642,7.3549,430.889343261719,56931641,367491
846,394,430.889343261719,74497,7.36483166666667,430.889312744141,57052492,367885
847,299,430.889373779297,87213,7.37537666666667,430.889312744141,57186904,368184
848,359,430.889312744141,69291,7.385825,430.889251708984,57301268,368543
849,628,430.889770507813,35837,7.39632333333333,430.89013671875,57361133,369171
850,553,430.888977050781,47338,7.4068,430.889099121094,57435850,369724
851,600,430.889343261719,56162,7.41712666666667,430.889312744141,57520311,370324
852,518,430.889251708984,52224,7.42658,430.889251708984,57600158,370842
853,594,430.888885498047,62372,7.43633,430.889434814453,57700521,371436
854,549,430.889251708984,53936,7.44607166666667,430.889282226563,57786117,371985
855,327,430.888458251953,110411,7.45585166666667,430.888397216797,57963915,372312
857,358,430.889282226563,102554,7.46911166666667,430.889251708984,58126638,372670
858,378,430.889282226563,100446,7.479075,430.889221191406,58283661,373048
859,408,430.889221191406,101520,7.48962,430.889221191406,58445246,373456
860,399,430.889129638672,100136,7.50016166666667,430.889099121094,58608659,373855
861,341,430.88916015625,101158,7.51055333333333,430.889099121094,58766730,374196
862,447,430.889251708984,95460,7.52105166666667,430.889221191406,58918173,374643
863,519,430.88916015625,50491,7.53159166666667,430.889190673828,58998651,375162
864,587,430.889251708984,53607,7.54135833333333,430.889434814453,59086035,375749
865,563,430.888977050781,53127,7.55117833333333,430.889404296875,59172638,376312
866,491,430.889434814453,57607,7.561165,430.889373779297,59259652,376803
867,562,430.889434814453,53737,7.57099833333333,430.889434814453,59344473,377365
868,633,430.889526367188,54245,7.58077333333333,430.889373779297,59433779,377998
869,560,430.889434814453,52427,7.59059666666667,430.889404296875,59519479,378558
870,638,430.889434814453,51064,7.60040833333333,430.889556884766,59598591,379196
871,664,430.889617919922,60626,7.61036666666667,430.889556884766,59692351,379860
872,594,430.88916015625,50480,7.62025333333333,430.889373779297,59777219,380454
873,667,430.889068603516,47282,7.630275,430.889404296875,59850929,381121
875,631,430.88916015625,40847,7.64385333333333,430.889373779297,59917636,381752
876,657,430.889617919922,52225,7.65334,430.889465332031,59999942,382409
877,657,430.889068603516,53579,7.66322,430.889465332031,60086100,383066
878,712,430.889617919922,61036,7.67323,430.889617919922,60180566,383778
879,498,430.889617919922,57074,7.68304333333333,430.889495849609,60269064,384276
881,559,430.889251708984,55594,7.696305,430.889556884766,60357065,384835
882,479,430.888977050781,52708,7.70562833333333,430.889343261719,60442947,385314
883,560,430.889526367188,42535,7.71563833333333,430.889495849609,60513754,385874
884,568,430.889526367188,53923,7.72573666666667,430.889465332031,60598422,386442
885,599,430.889251708984,51383,7.73565666666667,430.889343261719,60678639,387041
886,643,430.888885498047,56025,7.74558833333333,430.889190673828,60763436,387684
888,520,430.889251708984,59021,7.75934333333333,430.88916015625,60852532,388204
889,570,430.888885498047,56732,7.76870166666667,430.889007568359,60941152,388774
890,648,430.888977050781,51074,7.77858833333333,430.889099121094,61023425,389422
892,641,430.888732910156,52453,7.79218166666667,430.888946533203,61103456,390063
894,547,430.888732910156,52980,7.80527,430.888946533203,61187854,390610
895,626,430.888885498047,54716,7.81475,430.888885498047,61271436,391236
896,574,430.888885498047,49180,7.824685,430.888977050781,61348164,391810
897,637,430.888793945313,51561,7.83454666666667,430.888946533203,61429353,392447
899,682,430.888549804688,50835,7.84819,430.888916015625,61507688,393129
900,637,430.888549804688,54327,7.85749833333333,430.888977050781,61593661,393766
901,674,430.888793945313,52991,7.86759333333333,430.889221191406,61676600,394440
902,551,430.888793945313,57562,7.87760333333333,430.889038085938,61769148,394991
904,596,430.88916015625,65831,7.89115,430.889068603516,61878312,395587
906,455,430.888977050781,62383,7.90405666666667,430.889068603516,61974186,396042
907,734,430.88916015625,65832,7.91336166666667,430.889221191406,62080640,396776
911,667,430.888793945313,53386,7.93376333333333,430.889221191406,62163968,397443
912,609,430.889343261719,60589,7.94326166666667,430.88916015625,62258043,398052
914,505,430.889068603516,56607,7.956715,430.889007568359,62344826,398557
915,473,430.888885498047,49813,7.96621,430.888885498047,62422913,399030
916,538,430.889068603516,47425,7.97630666666667,430.889007568359,62496703,399568
918,697,430.888977050781,40534,7.98990333333333,430.889099121094,62559781,400265
920,540,430.888641357422,36370,8.00307666666667,430.889068603516,62616194,400805
921,606,430.888885498047,39371,8.01281,430.889251708984,62678541,401411
922,518,430.888732910156,42407,8.02283666666667,430.889007568359,62749095,401929
923,327,430.88916015625,78503,8.03305333333333,430.889129638672,62873998,402256
924,600,430.888732910156,47832,8.04356,430.889099121094,62950107,402856
925,556,430.888732910156,49007,8.05343,430.889099121094,63031417,403412
927,687,430.888641357422,49488,8.06690333333333,430.888977050781,63105861,404099
928,571,430.888793945313,46660,8.07636833333333,430.888916015625,63177904,404670
929,412,430.88818359375,99927,8.08651666666667,430.88818359375,63341299,405082
930,369,430.888732910156,113044,8.09647333333333,430.888824462891,63522473,405451
932,488,430.888732910156,53723,8.11047333333333,430.888763427734,63609288,405939
933,565,430.888793945313,61213,8.12004333333333,430.888916015625,63705609,406504
934,647,430.888732910156,52640,8.12994833333333,430.889099121094,63792064,407151
935,495,430.888977050781,49829,8.13993166666667,430.889434814453,63872458,407646
938,570,430.889068603516,44687,8.15742333333333,430.889404296875,63941454,408216
939,542,430.88916015625,44376,8.16690666666667,430.889343261719,64015735,408758
940,589,430.889343261719,46156,8.17696333333333,430.889556884766,64092143,409347
941,723,430.889434814453,51837,8.187165,430.889312744141,64177544,410070
942,523,430.889068603516,53487,8.197015,430.889312744141,64264860,410593
944,586,430.88916015625,53047,8.21052666666667,430.889373779297,64345604,411179
945,546,430.888977050781,57561,8.22005166666667,430.889434814453,64431933,411725
946,649,430.889526367188,59154,8.22993666666667,430.889495849609,64522582,412374
948,581,430.888793945313,54788,8.24341,430.889099121094,64607333,412955
949,607,430.889343261719,46636,8.25273166666667,430.889251708984,64685192,413562
951,613,430.888977050781,48534,8.26630166666667,430.889343261719,64763282,414175
953,607,430.889068603516,52093,8.279325,430.889373779297,64844831,414782
954,583,430.889068603516,46647,8.28869166666667,430.889434814453,64917919,415365
955,632,430.889068603516,41735,8.29865,430.889221191406,64987648,415997
956,586,430.889343261719,41291,8.30865666666667,430.889282226563,65053884,416583
957,662,430.889068603516,39303,8.31874333333333,430.889373779297,65116807,417245
958,604,430.88916015625,38096,8.32876,430.889282226563,65177625,417849
959,560,430.889343261719,41015,8.33878,430.889343261719,65241336,418409
960,711,430.889251708984,44024,8.34881,430.889251708984,65312152,419120
961,356,430.889312744141,69923,8.35893333333333,430.889312744141,65426174,419476
962,347,430.889129638672,73283,8.36934,430.889129638672,65542725,419823
963,385,430.888946533203,73359,8.37988166666667,430.888885498047,65665378,420208
964,392,430.889068603516,126292,8.39032333333333,430.889068603516,65867382,420600
965,610,430.889251708984,41423,8.40084166666667,430.889282226563,65935155,421210
967,653,430.888641357422,45945,8.41419166666667,430.888977050781,66009093,421863
969,405,430.889221191406,114356,8.427075,430.889129638672,66189373,422268
970,352,430.88916015625,87967,8.43705,430.88916015625,66333895,422620
971,397,430.889129638672,91689,8.44758,430.88916015625,66487289,423017
972,349,430.888854980469,82412,8.458025,430.888885498047,66624913,423366
973,358,430.888854980469,81553,8.46852166666667,430.888946533203,66761538,423724
974,388,430.889099121094,78207,8.47901,430.889099121094,66885433,424112
975,290,430.88916015625,70949,8.48953333333333,430.889129638672,66999492,424402
976,684,430.889068603516,40603,8.49999,430.889129638672,67064484,425086
978,740,430.889251708984,62521,8.51323833333333,430.889282226563,67161700,425826
979,535,430.889251708984,38000,8.522785,430.889190673828,67223925,426361
980,528,430.888732910156,36931,8.53291,430.889068603516,67280559,426889
981,645,430.888732910156,34761,8.542855,430.889221191406,67335295,427534
982,659,430.888885498047,46133,8.55290166666667,430.88916015625,67408407,428193
983,397,430.889129638672,67285,8.56310166666667,430.889099121094,67520594,428590
984,316,430.889190673828,69067,8.57354,430.889190673828,67630185,428906
985,317,430.889068603516,71904,8.58438333333333,430.889007568359,67746045,429223
987,391,430.889190673828,69592,8.59805333333333,430.88916015625,67863066,429614
988,413,430.889129638672,73596,8.60801333333333,430.88916015625,67983638,430027
989,337,430.889129638672,78676,8.61851166666667,430.889129638672,68112835,430364
990,504,430.88916015625,42957,8.62900333333333,430.889251708984,68180497,430868
991,548,430.889526367188,39464,8.63893333333333,430.889343261719,68244461,431416
993,397,430.889373779297,106402,8.6524,430.889343261719,68411835,431813
994,360,430.889099121094,80839,8.66237666666667,430.889129638672,68548032,432173
995,616,430.888885498047,43663,8.67291333333333,430.889129638672,68618917,432789
996,531,430.88916015625,41088,8.68306833333333,430.889190673828,68684486,433320
997,614,430.88916015625,77314,8.69264333333333,430.889251708984,68806340,433934
998,658,430.889434814453,47184,8.70267333333333,430.889251708984,68878901,434592
999,690,430.888977050781,57931,8.71261,430.889068603516,68973542,435282
1000,730,430.889251708984,36948,8.72258,430.889343261719,69033564,436012
1001,673,430.889068603516,45168,8.73258666666667,430.889190673828,69101956,436685
1002,591,430.889068603516,53521,8.742525,430.889221191406,69191217,437276
1004,444,430.889282226563,77345,8.756085,430.889251708984,69316720,437720
1005,418,430.889465332031,72268,8.76605,430.889373779297,69437890,438138
1006,353,430.889099121094,68267,8.77652333333333,430.88916015625,69552014,438491
1008,378,430.889068603516,71244,8.7906,430.889099121094,69669399,438869
1009,467,430.888885498047,29447,8.80057666666667,430.889068603516,69722141,439336
1010,579,430.888977050781,45663,8.81045166666667,430.889251708984,69793901,439915
1011,287,430.888000488281,74411,8.82039666666667,430.887969970703,69917776,440202
1012,595,430.88916015625,33502,8.83037,430.889282226563,69967689,440797
1013,343,430.889068603516,66883,8.84029,430.889007568359,70075117,441140
1014,376,430.889007568359,62998,8.851105,430.889068603516,70183252,441516
1015,364,430.888916015625,74846,8.861315,430.888946533203,70300322,441880
1016,282,430.888854980469,68568,8.87187,430.888916015625,70410695,442162
1017,412,430.888580322266,73341,8.88225666666667,430.888702392578,70528384,442574
1018,352,430.888824462891,93729,8.89276166666667,430.888916015625,70681718,442926
1019,393,430.888946533203,78641,8.90329833333333,430.888977050781,70808836,443319
1020,617,430.888732910156,36107,8.91373666666667,430.889129638672,70868986,443936
1022,677,430.888977050781,56424,8.927065,430.889099121094,70955075,444613
1024,376,430.889099121094,71918,8.940015,430.889068603516,71074951,444989
1025,662,430.888549804688,40357,8.95031666666667,430.888946533203,71140973,445651
1026,653,430.889068603516,32103,8.95968666666667,430.889282226563,71191875,446304
1028,397,430.889007568359,69218,8.97315833333333,430.888977050781,71306514,446701
1029,394,430.889038085938,65406,8.98311833333333,430.889068603516,71413339,447095
1030,351,430.888946533203,130844,8.99361333333333,430.889007568359,71626642,447446
1031,373,430.88916015625,70079,9.00409,430.889068603516,71740527,447819
1032,399,430.888977050781,74151,9.01464666666667,430.888977050781,71858750,448218
1035,365,430.889282226563,80635,9.03208166666667,430.889221191406,71992049,448583
1036,566,430.888732910156,79179,9.04215,430.889007568359,72116403,449149
1038,686,430.889068603516,59972,9.05531833333333,430.889099121094,72218082,449835
1039,506,430.889068603516,50151,9.06446166666667,430.888916015625,72294722,450341
1040,404,430.889190673828,87340,9.07421333333333,430.889129638672,72431497,450745
1041,379,430.888977050781,87513,9.08511166666667,430.888946533203,72572430,451124
1042,404,430.889068603516,87232,9.09523166666667,430.889068603516,72718550,451528
1043,436,430.889038085938,81324,9.10570166666667,430.889007568359,72852289,451964
1044,398,430.889038085938,85618,9.11620333333333,430.889038085938,72992789,452362
1045,402,430.889068603516,97588,9.12673833333333,430.889068603516,73150617,452764
1046,370,430.889129638672,88713,9.137185,430.889129638672,73293523,453134
1047,314,430.88916015625,80850,9.147675,430.889129638672,73425442,453448
1048,370,430.889282226563,92702,9.158175,430.889282226563,73572293,453818
1049,374,430.888977050781,87449,9.168725,430.888916015625,73717191,454192
1050,351,430.888916015625,79771,9.17916,430.888916015625,73850476,454543
1051,385,430.888916015625,77996,9.18965333333333,430.888885498047,73979237,454928
1052,402,430.888793945313,91982,9.20014,430.888793945313,74127166,455330
1053,417,430.888824462891,114531,9.21076666666667,430.888824462891,74310998,455747
1054,380,430.888916015625,101932,9.22112833333333,430.888946533203,74468162,456127
1055,360,430.88916015625,101189,9.23161666666667,430.889099121094,74631866,456487
1056,377,430.888854980469,85504,9.24210166666667,430.888854980469,74773423,456864
1057,658,430.888885498047,43045,9.252635,430.889007568359,74846701,457522
1059,512,430.888641357422,44142,9.26565166666667,430.889068603516,74917633,458034
1060,522,430.888793945313,54781,9.275065,430.889251708984,75002827,458556
1061,533,430.88916015625,44905,9.285025,430.889282226563,75071212,459089
1064,696,430.889343261719,45731,9.30218833333333,430.889282226563,75143036,459785
1065,588,430.889068603516,52511,9.31157,430.889343261719,75221977,460373
1066,615,430.889526367188,55436,9.32155333333333,430.889495849609,75304234,460988
1067,678,430.888793945313,44577,9.33135,430.889343261719,75379986,461666
1068,725,430.888793945313,50040,9.34126666666667,430.889190673828,75458596,462391
1069,527,430.888977050781,48015,9.35115,430.889282226563,75532534,462918
1071,576,430.888977050781,46044,9.36472,430.889251708984,75606794,463494
1072,617,430.888885498047,46078,9.37417166666667,430.889190673828,75680655,464111
1073,657,430.888977050781,41958,9.384455,430.889373779297,75746990,464768
1074,558,430.888977050781,48961,9.39422666666667,430.889373779297,75827211,465326
1075,734,430.889434814453,49126,9.40412,430.889312744141,75904852,466060
1078,623,430.888885498047,49102,9.42096833333333,430.889343261719,75982490,466683
1080,441,430.889190673828,93370,9.43378333333333,430.889099121094,76128223,467124
1081,302,430.889190673828,81925,9.44374166666667,430.88916015625,76258271,467426
1082,397,430.889282226563,85085,9.45424,430.889221191406,76395530,467823
1083,342,430.889190673828,81606,9.46479833333333,430.889190673828,76529465,468165
1084,350,430.889312744141,95045,9.47522166666667,430.889221191406,76681560,468515
1086,446,430.889038085938,102143,9.48922166666667,430.889038085938,76846839,468961
1087,371,430.88916015625,145880,9.49923833333333,430.889129638672,77078518,469332
1088,382,430.889129638672,106926,9.50969,430.889038085938,77254327,469714
1089,415,430.889129638672,115149,9.52017666666667,430.889068603516,77437744,470129
1090,638,430.890014648438,60256,9.53067166666667,430.889923095703,77540803,470767
1091,749,430.888885498047,59716,9.54120333333333,430.88916015625,77634414,471516
1092,612,430.888732910156,53113,9.550875,430.889038085938,77716409,472128
1093,663,430.889251708984,53054,9.56051833333333,430.889343261719,77803199,472791
1094,652,430.888793945313,54603,9.57030333333333,430.889190673828,77885112,473443
1095,548,430.888885498047,62043,9.58018166666667,430.889068603516,77985561,473991
1096,563,430.888977050781,61137,9.58984166666667,430.889190673828,78081068,474554
1097,577,430.889068603516,68790,9.599515,430.889282226563,78190412,475131
1098,619,430.888977050781,53539,9.60922666666667,430.889343261719,78278642,475750
1099,529,430.888793945313,60993,9.61903166666667,430.889129638672,78373472,476279
1100,523,430.888549804688,60042,9.62869333333333,430.888916015625,78471240,476802
1101,663,430.888732910156,66508,9.638395,430.88916015625,78577357,477465
1103,391,430.889038085938,110323,9.651995,430.889038085938,78750251,477856
1104,387,430.889068603516,109136,9.66196833333333,430.889007568359,78930252,478243
1105,362,430.888977050781,117299,9.672455,430.888977050781,79118713,478605
1106,492,430.888885498047,50319,9.682945,430.888977050781,79200980,479097
1107,550,430.888641357422,57251,9.69276,430.889038085938,79291907,479647
1109,583,430.888885498047,66110,9.70597833333333,430.888946533203,79396239,480230
1110,640,430.888732910156,62682,9.71514166666667,430.888977050781,79494401,480870
1113,334,430.88818359375,108178,9.73206666666667,430.88818359375,79671664,481204
1114,406,430.889129638672,110063,9.74142666666667,430.889038085938,79851938,481610
1115,328,430.889038085938,110230,9.75224833333333,430.888977050781,80031786,481938
1116,361,430.888916015625,109015,9.76246166666667,430.888885498047,80203852,482299
1117,416,430.888885498047,107232,9.77289833333333,430.888916015625,80379333,482715
1118,419,430.888885498047,103241,9.783405,430.888916015625,80547224,483134
1119,378,430.889068603516,104749,9.793905,430.889007568359,80717299,483512
1120,336,430.889099121094,94791,9.804435,430.889068603516,80868052,483848
1121,376,430.889465332031,80405,9.81487833333333,430.889434814453,80993626,484224
1122,625,430.888793945313,52621,9.825345,430.889038085938,81071208,484849
1123,596,430.888885498047,45282,9.835105,430.889007568359,81141684,485445
1125,410,430.889312744141,78602,9.84863833333333,430.889221191406,81269441,485855
1126,510,430.889282226563,78959,9.85860166666667,430.889190673828,81399271,486365
1127,616,430.889007568359,78913,9.86909166666667,430.889038085938,81534627,486981
1128,647,430.889038085938,83653,9.87963,430.889038085938,81676203,487628
1129,713,430.889038085938,85244,9.89007,430.889007568359,81819395,488341
1130,582,430.889221191406,66366,9.90066833333333,430.889312744141,81920792,488923
1131,506,430.888885498047,80409,9.91105166666667,430.888916015625,82049025,489429
1132,603,430.888946533203,87654,9.9216,430.888977050781,82192257,490032
1133,569,430.889068603516,83091,9.93205666666667,430.889038085938,82328724,490601
1134,541,430.889007568359,88643,9.94255833333333,430.888977050781,82470077,491142
1135,572,430.889068603516,99018,9.95304166666667,430.889007568359,82627456,491714
1136,455,430.889099121094,102263,9.96357833333333,430.889099121094,82791389,492169
1137,488,430.889221191406,93569,9.97401333333333,430.889099121094,82945289,492657
1138,567,430.889129638672,90377,9.984505,430.889038085938,83091873,493224
1139,470,430.889251708984,88778,9.99500666666667,430.889190673828,83234127,493694
1140,546,430.889038085938,90273,10.00555,430.888916015625,83378579,494240
1141,531,430.889221191406,100286,10.0163233333333,430.889221191406,83539058,494771
1142,497,430.889129638672,102306,10.0264733333333,430.889068603516,83702151,495268
1143,571,430.889221191406,103171,10.03697,430.889190673828,83871188,495839
1144,471,430.889221191406,98726,10.0475033333333,430.88916015625,84028385,496310
1145,525,430.889221191406,84343,10.0579466666667,430.889129638672,84168012,496835
1146,527,430.889221191406,96245,10.068525,430.889221191406,84320644,497362
1148,831,430.889251708984,95897,10.0824816666667,430.889282226563,84474849,498193
1149,908,430.889312744141,109883,10.0924783333333,430.889312744141,84651112,499101
1150,834,430.889221191406,91672,10.1029616666667,430.889221191406,84799570,499935
1152,865,430.889282226563,83225,10.11705,430.889343261719,84940303,500800
1153,770,430.889190673828,82340,10.1270116666667,430.889190673828,85071823,501570
1154,821,430.889221191406,78155,10.137535,430.889251708984,85204527,502391
1155,889,430.889129638672,69932,10.148,430.889190673828,85329471,503280
1156,829,430.889312744141,60680,10.158535,430.889312744141,85430732,504109
1157,828,430.889190673828,81626,10.1689733333333,430.88916015625,85564290,504937
1159,763,430.889343261719,62242,10.1830216666667,430.889343261719,85671500,505700
1160,515,430.889282226563,55143,10.1930283333333,430.889495849609,85758130,506215
1161,807,430.889251708984,73859,10.2034783333333,430.889221191406,85881354,507022
1163,625,430.889282226563,65607,10.2177866666667,430.889190673828,85995468,507647
1165,669,430.889312744141,65378,10.2315333333333,430.889312744141,86105607,508316
1166,623,430.889221191406,68583,10.2415883333333,430.889251708984,86224603,508939
1167,513,430.888641357422,44534,10.2523233333333,430.888977050781,86298126,509452
1168,600,430.889404296875,91028,10.262375,430.889373779297,86453756,510052
1169,545,430.889434814453,85643,10.2728216666667,430.889434814453,86596320,510597
1170,577,430.889190673828,109098,10.2833233333333,430.889190673828,86769578,511174
1171,490,430.889129638672,76894,10.293805,430.889099121094,86900114,511664
1172,613,430.890075683594,44126,10.304355,430.889923095703,86970597,512277
1173,452,430.888458251953,98041,10.3147783333333,430.888427734375,87132559,512729
1174,510,430.88916015625,96598,10.3244483333333,430.889129638672,87285839,513239
1176,476,430.889343261719,91322,10.3385483333333,430.889343261719,87429242,513715
1177,524,430.889129638672,98096,10.34853,430.889129638672,87581551,514239
1178,480,430.88916015625,102237,10.3590166666667,430.889099121094,87742033,514719
1179,497,430.889373779297,110855,10.3695033333333,430.889343261719,87919998,515216
1180,426,430.889373779297,105227,10.3800333333333,430.889343261719,88089493,515642
1181,412,430.889312744141,100562,10.3904866666667,430.889312744141,88253358,516054
1182,438,430.889221191406,101230,10.400985,430.889190673828,88413428,516492
1184,416,430.88916015625,106872,10.4151383333333,430.88916015625,88583642,516908
1185,491,430.889251708984,113221,10.4251166666667,430.889221191406,88765709,517399
1186,482,430.889221191406,114029,10.4355983333333,430.889221191406,88948724,517881
1188,418,430.889251708984,94193,10.4496266666667,430.889282226563,89096106,518299
1189,542,430.889678955078,60623,10.4595933333333,430.890014648438,89194809,518841
1191,528,430.888885498047,56017,10.473665,430.889251708984,89287340,519369
1192,667,430.888977050781,58670,10.4826566666667,430.889190673828,89377289,520036
1194,688,430.88916015625,48594,10.4958283333333,430.889373779297,89456873,520724
1195,491,430.889068603516,48108,10.50497,430.889190673828,89533484,521215
1197,360,430.889190673828,92350,10.5182033333333,430.889221191406,89685133,521575
1198,457,430.889007568359,86591,10.52817,430.888916015625,89822484,522032
1199,393,430.889312744141,103280,10.5386483333333,430.889221191406,89981941,522425
1200,424,430.888977050781,89946,10.5491433333333,430.889038085938,90126162,522849
1201,332,430.889099121094,88190,10.5596866666667,430.889068603516,90270844,523181
1202,324,430.889221191406,88097,10.5701416666667,430.88916015625,90415291,523505
1203,368,430.888793945313,95016,10.5807283333333,430.888824462891,90565282,523873
1204,344,430.889129638672,82546,10.5911166666667,430.889068603516,90700337,524217
1205,429,430.889221191406,99771,10.6016766666667,430.88916015625,90860363,524646
1206,386,430.888946533203,77024,10.6120816666667,430.889007568359,90986374,525032
1207,717,430.889923095703,41848,10.622575,430.890258789063,91052811,525749
1209,658,430.888793945313,50349,10.6366833333333,430.889129638672,91129881,526407
1211,580,430.888732910156,54530,10.649395,430.889129638672,91212567,526987
1212,622,430.888732910156,48043,10.6585966666667,430.888854980469,91285266,527609
1213,550,430.888977050781,44774,10.6683233333333,430.889038085938,91352755,528159
1214,582,430.888793945313,48464,10.678115,430.888946533203,91433146,528741
1215,302,430.888092041016,106011,10.687795,430.888092041016,91602438,529043
1216,384,430.889038085938,83950,10.6975433333333,430.889038085938,91737042,529427
1217,362,430.888946533203,102107,10.7080383333333,430.888977050781,91894709,529789
1218,448,430.888824462891,100481,10.7185783333333,430.888793945313,92057091,530237
1219,390,430.888916015625,95414,10.7290333333333,430.888946533203,92212787,530627
1220,384,430.889007568359,85685,10.739515,430.889038085938,92351502,531011
